Date,construction,consumer products,energy,finance,healthcare,industrial,plantation,property,REIT,tech,telco,transport,utilities
2012-09-07,1.2881,2.0604,,1.902,,1.4981,1.8602,0.8521,,1.0755,,,
2012-09-10,1.2755,2.0459,,1.9009,,1.478,1.8526,0.8443,,1.054,,,
2012-09-11,1.262,2.0272,,1.8855,,1.4767,1.8507,0.8382,,1.0584,,,
2012-09-12,1.2657,2.023,,1.8942,,1.4783,1.8416,0.8373,,1.0526,,,
2012-09-13,1.2722,2.0275,,1.9161,,1.4865,1.8531,0.8444,,1.0555,,,
2012-09-14,1.2842,2.0461,,1.9377,,1.5026,1.8722,0.8562,,1.0714,,,
2012-09-17,,,,,,,,,,,,,
2012-09-18,1.2868,2.0348,,1.9394,,1.4941,1.863,0.8525,,1.047,,,
2012-09-19,1.2876,2.0277,,1.9416,,1.505,1.8538,0.8551,,1.0391,,,
2012-09-20,1.2742,2.0189,,1.9124,,1.4978,1.8404,0.8294,,1.0217,,,
2012-09-21,1.2824,2.0023,,1.9136,,1.5007,1.8304,0.8293,,1.0173,,,
2012-09-24,1.2788,1.9893,,1.8963,,1.4845,1.8135,0.8222,,0.9934,,,
2012-09-25,1.2566,1.9918,,1.8904,,1.4827,1.8281,0.8196,,0.9965,,,
2012-09-26,1.2347,1.9886,,1.8898,,1.4839,1.8223,0.8156,,0.9949,,,
2012-09-27,1.258,1.991,,1.8941,,1.4853,1.8216,0.8188,,0.984,,,
2012-09-28,1.2639,1.9948,,1.9049,,1.4891,1.673,0.8262,,0.9869,,,
2012-10-01,1.2659,1.9867,,1.8442,,1.4911,1.653,0.7862,,1.0258,,,
2012-10-02,1.2735,1.9975,,1.8495,,1.4921,1.6493,0.7901,,1.014,,,
2012-10-03,1.2701,1.9912,,1.8479,,1.4961,1.6135,0.7913,,1.0065,,,
2012-10-04,1.277,1.9973,,1.8528,,1.5084,1.6295,0.812,,1.0095,,,
2012-10-05,1.2825,2.0019,,1.8553,,1.5069,1.6317,0.8099,,1.0087,,,
2012-10-08,1.2876,2.0061,,1.861,,1.5075,1.6316,0.8108,,1.0005,,,
2012-10-09,1.2968,2.0096,,1.8656,,1.5107,1.6312,0.8137,,1.0102,,,
2012-10-10,1.2926,2.0092,,1.8667,,1.5097,1.6309,0.8073,,1.0087,,,
2012-10-11,1.2987,2.015,,1.8616,,1.5089,1.6289,0.8114,,0.9938,,,
2012-10-12,1.3041,2.0204,,1.8582,,1.5117,1.6325,0.8129,,0.9755,,,
2012-10-15,1.3015,2.0217,,1.8562,,1.5158,1.6344,0.8155,,0.9718,,,
2012-10-16,1.2986,2.0329,,1.8577,,1.5119,1.6314,0.8148,,0.989,,,
2012-10-17,1.303,2.035,,1.8784,,1.5203,1.636,0.8167,,1.0188,,,
2012-10-18,1.3081,2.0437,,1.8769,,1.5209,1.6345,0.817,,1.0144,,,
2012-10-19,1.3038,2.0549,,1.8799,,1.5134,1.6364,0.8116,,0.9979,,,
2012-10-22,1.3027,2.0698,,1.8745,,1.5068,1.6286,0.8172,,0.9929,,,
2012-10-23,1.3028,2.0787,,1.8756,,1.5052,1.6295,0.8222,,0.9921,,,
2012-10-24,1.3208,2.0876,,1.881,,1.5093,1.6395,0.8437,,1.0018,,,
2012-10-25,1.3235,2.0964,,1.8912,,1.5134,1.6371,0.8398,,1.0064,,,
2012-10-26,,,,,,,,,,,,,
2012-10-29,1.3229,2.0988,,1.9036,,1.5092,1.7479,0.8623,,1.0189,,,
2012-10-30,1.3166,2.1058,,1.916,,1.5074,1.7516,0.8605,,1.0258,,,
2012-10-31,1.3231,2.0918,,1.9144,,1.5172,1.7676,0.8597,,1.0471,,,
2012-11-01,1.3338,2.0884,,1.9245,,1.5142,1.769,0.8614,,1.0571,,,
2012-11-02,1.3173,2.0685,,1.9167,,1.5105,1.7599,0.8628,,1.0609,,,
2012-11-05,1.3246,2.0675,,1.911,,1.5099,1.7539,0.8607,,1.0594,,,
2012-11-06,1.3217,2.0426,,1.9017,,1.5088,1.7531,0.8565,,1.051,,,
2012-11-07,1.3178,2.0372,,1.9115,,1.5096,1.7508,0.8581,,1.0426,,,
2012-11-08,1.3199,2.0194,,1.9072,,1.5047,1.7438,0.8532,,1.0327,,,
2012-11-09,1.3159,2.0181,,1.9077,,1.5058,1.742,0.8512,,1.0378,,,
2012-11-12,1.3129,2.0095,,1.9059,,1.5017,1.7312,0.8475,,1.0401,,,
2012-11-13,,,,,,,,,,,,,
2012-11-14,1.3174,1.9932,,1.9045,,1.499,1.7305,0.8501,,1.0463,,,
2012-11-15,,,,,,,,,,,,,
2012-11-16,1.318,2.011,,1.9016,,1.4945,1.7312,0.8492,,1.0463,,,
2012-11-19,1.3133,1.9912,,1.8981,,1.4908,1.8904,0.8507,,1.047,,,
2012-11-20,1.3156,1.9937,,1.9018,,1.4858,1.8837,0.8482,,1.0615,,,
2012-11-21,1.3117,1.9878,,1.9014,,1.4892,1.8802,0.848,,1.0631,,,
2012-11-22,1.3471,1.9782,,1.896,,1.4771,1.8721,0.8487,,0.6995,,,
2012-11-23,1.302,1.9726,,1.8979,,1.4675,1.8702,0.844,,0.9886,,,
2012-11-26,1.2978,1.9555,,1.8951,,1.4445,1.8753,0.8364,,0.9749,,,
2012-11-27,1.283,1.9456,,1.8857,,1.4176,1.8658,0.7639,,0.9672,,,
2012-11-28,1.2937,1.9489,,1.892,,1.4219,1.8822,0.7719,,0.9479,,,
2012-11-29,1.2961,1.9567,,1.8939,,1.4239,1.874,0.7723,,0.9456,,,
2012-11-30,1.2908,1.9544,,1.8951,,1.4309,1.875,0.772,,0.953,,,
2012-12-03,1.2944,1.9663,,1.8954,,1.4103,1.8792,0.781,,0.9431,,,
2012-12-04,1.2824,1.9875,,1.8989,,1.4124,1.871,0.7741,,0.9309,,,
2012-12-05,1.2818,2.0098,,1.9039,,1.4146,1.8728,0.777,,0.9324,,,
2012-12-06,1.2787,2.008,,1.9071,,1.41,1.8618,0.776,,0.9293,,,
2012-12-07,1.2751,2.0204,,1.906,,1.4142,1.8585,0.7755,,0.9316,,,
2012-12-10,1.2806,2.0344,,1.9132,,1.4271,1.8707,0.7731,,0.9397,,,
2012-12-11,1.2778,2.0289,,1.9138,,1.4396,1.8842,0.7745,,0.9436,,,
2012-12-12,1.2784,2.0286,,1.9197,,1.4471,1.8885,0.7752,,0.952,,,
2012-12-13,1.2778,2.0214,,1.9183,,1.4491,1.8967,0.774,,0.9374,,,
2012-12-14,1.2824,2.0314,,1.916,,1.4499,1.8933,0.7724,,0.9374,,,
2012-12-17,1.2778,2.0124,,1.9191,,1.4392,1.8962,0.7696,,0.929,,,
2012-12-18,1.287,2.0106,,1.9228,,1.4492,1.8997,0.7721,,0.9199,,,
2012-12-19,1.2885,2.0118,,1.9248,,1.463,1.9062,0.7699,,0.926,,,
2012-12-20,1.2891,2.0114,,1.9319,,1.4654,1.9139,0.7709,,0.9352,,,
2012-12-21,1.2849,1.9852,,1.9239,,1.4611,1.8919,0.7685,,0.9283,,,
2012-12-24,1.2865,2.0001,,1.9323,,1.4717,1.9014,0.7691,,0.9267,,,
2012-12-25,,,,,,,,,,,,,
2012-12-26,1.2832,2.0102,,1.936,,1.4724,1.9002,0.7682,,0.9269,,,
2012-12-27,1.2833,2.0157,,1.9344,,1.475,1.9065,0.7721,,0.9307,,,
2012-12-28,1.2857,2.0256,,1.9418,,1.4783,1.9208,0.7727,,0.9322,,,
2012-12-31,1.2555,2.01,,1.9083,,1.4903,1.9947,0.772,,0.936,,,
2013-01-01,,,,,,,,,,,,,
2013-01-02,1.2629,2.0202,,1.8935,,1.4716,1.9663,0.7691,,0.9344,,,
2013-01-03,1.2726,2.0441,,1.9039,,1.479,1.9749,0.7766,,0.9577,,,
2013-01-04,1.278,2.0496,,1.9046,,1.4835,1.9805,0.7773,,0.9942,,,
2013-01-07,1.2875,2.0526,,1.9075,,1.4868,1.9919,0.7828,,1.0205,,,
2013-01-08,1.2919,2.0508,,1.9089,,1.4791,1.9669,0.7815,,0.9988,,,
2013-01-09,1.2852,2.0518,,1.9068,,1.4839,1.9683,0.7812,,1.0042,,,
2013-01-10,1.2879,2.0465,,1.9066,,1.4815,1.9588,0.7788,,1.0066,,,
2013-01-11,1.279,2.0491,,1.91,,1.4734,1.955,0.7843,,1.0197,,,
2013-01-14,1.276,2.0473,,1.9126,,1.4755,1.9572,0.7851,,1.0272,,,
2013-01-15,1.2801,2.0533,,1.9137,,1.479,1.9516,0.7923,,1.0295,,,
2013-01-16,1.2856,2.0533,,1.91,,1.4801,1.9409,0.7949,,1.0311,,,
2013-01-17,1.2796,2.0523,,1.9038,,1.4779,1.9388,0.8044,,1.0218,,,
2013-01-18,1.2773,2.0468,,1.8999,,1.4786,1.9417,0.8049,,1.0148,,,
2013-01-21,1.2284,2.0092,,1.8505,,1.4483,1.9157,0.7761,,0.9721,,,
2013-01-22,1.2256,1.9834,,1.8345,,1.4351,1.9184,0.7732,,0.9721,,,
2013-01-23,1.2314,1.9897,,1.8427,,1.4449,1.921,0.7747,,0.9837,,,
2013-01-24,,,,,,,,,,,,,
2013-01-25,1.2329,1.9972,,1.844,,1.4452,1.9265,0.7834,,0.9868,,,
2013-01-28,,,,,,,,,,,,,
2013-01-29,1.2398,1.9972,,1.8429,,1.4395,1.9305,0.7856,,0.9775,,,
2013-01-30,1.2237,1.9875,,1.8375,,1.4305,1.9221,0.7783,,0.969,,,
2013-01-31,1.2258,1.9839,,1.84,,1.4205,1.9188,0.7728,,0.9749,,,
2013-02-01,,,,,,,,,,,,,
2013-02-04,1.2186,1.9859,,1.8537,,1.4332,1.9154,0.7733,,0.9663,,,
2013-02-05,1.2072,1.989,,1.854,,1.4296,1.9077,0.7678,,0.9594,,,
2013-02-06,1.1999,1.9769,,1.8457,,1.4179,1.8912,0.7551,,0.953,,,
2013-02-07,1.2067,1.9779,,1.8503,,1.4165,1.8835,0.7546,,0.9553,,,
2013-02-08,1.2111,1.9819,,1.8553,,1.418,1.8944,0.7607,,0.9584,,,
2013-02-11,,,,,,,,,,,,,
2013-02-12,,,,,,,,,,,,,
2013-02-13,1.2125,1.9932,,1.8642,,1.4315,1.9057,0.776,,0.9631,,,
2013-02-14,1.2121,1.991,,1.861,,1.4368,1.9089,0.7869,,0.9649,,,
2013-02-15,1.2114,1.989,,1.8515,,1.4359,1.9112,0.7893,,0.9672,,,
2013-02-18,1.211,1.9794,,1.8397,,1.4324,1.8996,0.7885,,0.9579,,,
2013-02-19,1.2034,1.9706,,1.834,,1.4286,1.8955,0.7826,,0.9408,,,
2013-02-20,1.2062,1.972,,1.8381,,1.4303,1.8985,0.7844,,0.9362,,,
2013-02-21,1.2086,1.9706,,1.8396,,1.4384,1.8781,0.782,,0.9225,,,
2013-02-22,1.2208,1.9809,,1.8517,,1.4446,1.8954,0.785,,0.9124,,,
2013-02-25,1.2231,1.9849,,1.8612,,1.4508,1.899,0.7788,,0.8901,,,
2013-02-26,1.223,1.986,,1.8617,,1.4498,1.8909,0.7764,,0.8862,,,
2013-02-27,1.215,1.9917,,1.8657,,1.4522,1.8821,0.7797,,0.8932,,,
2013-02-28,1.2253,2.0226,,1.8821,,1.462,1.8883,0.7808,,0.897,,,
2013-03-01,1.2287,2.0188,,1.8803,,1.4676,1.8865,0.7916,,0.9078,,,
2013-03-04,1.2383,2.0144,,1.8787,,1.4658,1.883,0.8085,,0.9051,,,
2013-03-05,1.2432,2.0212,,1.8818,,1.467,1.8861,0.8183,,0.9136,,,
2013-03-06,1.2539,2.0514,,1.8873,,1.4711,1.9146,0.8239,,0.9237,,,
2013-03-07,1.2528,2.0634,,1.8924,,1.4732,1.9125,0.8244,,0.9159,,,
2013-03-08,1.2625,2.0802,,1.8922,,1.4784,1.9054,0.8305,,0.9167,,,
2013-03-11,1.2577,2.0847,,1.903,,1.4855,1.912,0.8319,,0.9194,,,
2013-03-12,1.2618,2.0906,,1.9071,,1.4876,1.9129,0.8351,,0.9233,,,
2013-03-13,1.2545,2.0785,,1.893,,1.4858,1.8997,0.8253,,0.914,,,
2013-03-14,1.2526,2.0547,,1.8891,,1.4796,1.8973,0.832,,0.9155,,,
2013-03-15,1.2472,2.0618,,1.8724,,1.4796,1.8793,0.8359,,0.9093,,,
2013-03-18,1.2368,2.0642,,1.8671,,1.4617,1.8746,0.8283,,0.9089,,,
2013-03-19,1.24,2.075,,1.8732,,1.4638,1.8808,0.8318,,0.905,,,
2013-03-20,1.2611,2.069,,1.8848,,1.4747,1.874,0.8427,,0.912,,,
2013-03-21,1.2868,2.0654,,1.8889,,1.4805,1.8734,0.8549,,0.9193,,,
2013-03-22,1.2735,2.0499,,1.8855,,1.4765,1.8672,0.8403,,0.9069,,,
2013-03-25,1.2861,2.0726,,1.9018,,1.4813,1.8789,0.838,,0.8984,,,
2013-03-26,1.2873,2.075,,1.9113,,1.4847,1.8827,0.8462,,0.901,,,
2013-03-27,1.313,2.078,,1.9383,,1.4933,1.8842,0.8501,,0.9025,,,
2013-03-28,1.3117,2.0821,,1.9406,,1.495,1.8894,0.8583,,0.9041,,,
2013-03-29,1.2982,2.0825,,1.937,,1.492,1.8957,0.8583,,0.9103,,,
2013-04-01,1.2928,2.0404,,1.8615,,1.4462,1.8827,0.8851,,0.9183,,,
2013-04-02,1.302,2.0593,,1.8747,,1.4534,1.8969,0.8967,,0.9277,,,
2013-04-03,1.2957,2.0596,,1.8783,,1.4422,1.8921,0.8949,,0.9191,,,
2013-04-04,1.3052,2.1009,,1.8781,,1.4495,1.8987,0.9093,,0.9269,,,
2013-04-05,1.3114,2.0906,,1.8883,,1.4535,1.8918,0.9245,,0.93,,,
2013-04-08,1.3236,2.0872,,1.8864,,1.4631,1.885,0.9335,,0.9405,,,
2013-04-09,1.3134,2.0988,,1.8892,,1.4692,1.8901,0.9304,,0.9593,,,
2013-04-10,1.3146,2.1024,,1.896,,1.4681,1.906,0.9332,,0.9538,,,
2013-04-11,1.3235,2.1062,,1.8947,,1.4751,1.9331,0.9346,,0.9542,,,
2013-04-12,1.3149,2.1046,,1.8893,,1.4706,1.9192,0.9264,,0.9401,,,
2013-04-15,1.2982,2.1006,,1.8877,,1.4658,1.9238,0.9191,,0.9213,,,
2013-04-16,1.2942,2.0921,,1.8903,,1.4697,1.9276,0.9211,,0.9216,,,
2013-04-17,1.3178,2.1008,,1.8963,,1.4847,1.939,0.9332,,0.9309,,,
2013-04-18,1.3109,2.0998,,1.8942,,1.4801,1.926,0.9294,,0.9255,,,
2013-04-19,1.3083,2.1073,,1.9004,,1.4783,1.9181,0.9261,,0.9223,,,
2013-04-22,1.2983,2.0979,,1.9057,,1.4747,1.9108,0.9159,,0.9197,,,
2013-04-23,1.2877,2.0975,,1.8997,,1.4694,1.8993,0.9098,,0.9135,,,
2013-04-24,1.2841,2.1052,,1.904,,1.4764,1.9204,0.9117,,0.9142,,,
2013-04-25,1.2862,2.1103,,1.8952,,1.4766,1.9112,0.9125,,0.9122,,,
2013-04-26,1.2897,2.1128,,1.9016,,1.4774,1.9097,0.9084,,0.9077,,,
2013-04-29,1.2805,2.1095,,1.8934,,1.4792,1.8977,0.905,,0.9006,,,
2013-04-30,1.2777,2.1181,,1.9076,,1.4796,1.9108,0.8922,,0.8944,,,
2013-05-01,,,,,,,,,,,,,
2013-05-02,1.2674,2.109,,1.9033,,1.4793,1.902,0.8934,,0.8936,,,
2013-05-03,1.2648,2.0889,,1.8919,,1.4648,1.8753,0.8974,,0.8881,,,
2013-05-06,1.3521,2.1325,,1.9686,,1.4979,1.9144,0.9551,,0.9196,,,
2013-05-07,1.4055,2.1479,,2.0152,,1.5108,1.9307,0.9939,,0.9391,,,
2013-05-08,1.3862,2.1503,,2.0099,,1.5185,1.9288,0.9813,,0.9227,,,
2013-05-09,1.3954,2.1572,,1.9893,,1.5208,1.9523,0.9908,,0.9368,,,
2013-05-10,1.4336,2.1771,,1.9958,,1.542,2.0191,1.1314,,0.9703,,,
2013-05-13,1.4639,2.1946,,2.0218,,1.562,2.0217,1.1737,,1.011,,,
2013-05-14,1.4529,2.2094,,2.0147,,1.5559,2.0344,1.1663,,1.0063,,,
2013-05-15,1.4667,2.2208,,2.0116,,1.5743,2.0204,1.1752,,1.0187,,,
2013-05-16,1.4555,2.2214,,1.9932,,1.573,1.986,1.1922,,1.0148,,,
2013-05-17,1.466,2.2208,,2.0003,,1.5813,1.9957,1.2116,,1.0444,,,
2013-05-20,1.4977,2.2357,,2.0112,,1.5949,2.0127,1.2752,,1.0616,,,
2013-05-21,1.5151,2.2444,,2.0323,,1.5902,1.9755,1.166,,1.0762,,,
2013-05-22,1.4991,2.232,,2.0258,,1.5824,1.9655,1.1454,,1.0685,,,
2013-05-23,1.4823,2.2317,,2.0099,,1.5704,1.9525,1.1128,,1.0357,,,
2013-05-24,,,,,,,,,,,,,
2013-05-27,1.4865,2.2306,,2.003,,1.5663,1.9415,1.1406,,1.042,,,
2013-05-28,1.5087,2.2273,,2.0143,,1.5817,1.9475,1.1808,,1.0479,,,
2013-05-29,1.5215,2.2337,,2.0407,,1.5947,1.9561,1.1845,,1.0581,,,
2013-05-30,1.5133,2.23,,2.0328,,1.5887,1.9378,1.1677,,1.0558,,,
2013-05-31,1.4962,2.238,,2.0295,,1.5874,1.9226,1.1719,,1.0541,,,
2013-06-03,1.4868,2.2327,,2.0275,,1.5831,1.9238,1.149,,1.0459,,,
2013-06-04,1.504,2.2433,,2.0356,,1.5931,1.9595,1.151,,1.0491,,,
2013-06-05,1.494,2.2409,,2.0341,,1.5877,1.9561,1.1403,,1.0366,,,
2013-06-06,1.4705,2.2399,,2.0257,,1.5844,1.968,1.1172,,1.0233,,,
2013-06-07,1.4786,2.2404,,2.043,,1.5853,1.9708,1.1367,,1.0288,,,
2013-06-10,1.4986,2.2511,,2.0541,,1.5961,2.0071,1.1472,,1.0444,,,
2013-06-11,1.4896,2.2416,,2.0443,,1.5892,1.9917,1.1224,,1.0381,,,
2013-06-12,1.4787,2.2219,,2.0388,,1.5849,1.9775,1.1211,,1.0584,,,
2013-06-13,1.4482,2.2038,,1.9944,,1.553,1.9509,1.0811,,1.0475,,,
2013-06-14,1.465,2.2181,,2.0091,,1.573,1.9784,1.0804,,1.0414,,,
2013-06-17,1.4573,2.223,,2.0249,,1.5797,1.9772,1.0973,,1.0438,,,
2013-06-18,1.4591,2.2247,,2.0335,,1.5884,1.9779,1.1041,,1.0383,,,
2013-06-19,1.4671,2.2219,,2.0315,,1.5908,1.9878,1.1014,,1.036,,,
2013-06-20,1.4504,2.2234,,2.0175,,1.5726,1.9749,1.0805,,1.0313,,,
2013-06-21,1.4423,2.2039,,2.0076,,1.5747,1.907,1.0647,,1.1165,,,
2013-06-24,1.4098,2.163,,1.9902,,1.5451,1.9217,1.0225,,1.0188,,,
2013-06-25,1.3975,2.1637,,1.9671,,1.5326,1.9696,1.0192,,1.0133,,,
2013-06-26,1.4043,2.1733,,1.9826,,1.5425,1.9845,1.034,,1.0313,,,
2013-06-27,1.4276,2.1843,,2.009,,1.5455,1.953,1.0584,,1.0289,,,
2013-06-28,1.4728,2.1972,,2.037,,1.5619,1.9689,1.066,,1.0364,,,
2013-07-01,1.465,2.2101,,2.0189,,1.589,1.9816,1.0444,,1.0401,,,
2013-07-02,1.4681,2.1983,,2.0176,,1.5948,1.9761,1.0414,,1.0416,,,
2013-07-03,1.4703,2.196,,2.0246,,1.5944,1.9778,1.0358,,1.0361,,,
2013-07-04,1.4804,2.1974,,2.0302,,1.5914,1.9819,1.0416,,1.0447,,,
2013-07-05,1.4912,2.1966,,2.03,,1.6042,1.9867,1.0644,,1.0574,,,
2013-07-08,1.4922,2.181,,2.0118,,1.6005,1.9775,1.0626,,1.0587,,,
2013-07-09,1.3734,2.1935,,2.0166,,1.6017,1.9776,1.0635,,1.0896,,,
2013-07-10,1.4826,2.1847,,2.0162,,1.6007,1.9803,1.0546,,1.0778,,,
2013-07-11,1.486,2.2038,,2.0255,,1.603,1.9909,1.0478,,1.088,,,
2013-07-12,1.494,2.2056,,2.0281,,1.6048,2.0117,1.0543,,1.0935,,,
2013-07-15,1.4919,2.203,,2.0403,,1.6043,2.0066,1.0663,,1.0951,,,
2013-07-16,1.5053,2.1992,,2.0442,,1.6061,1.9961,1.0715,,1.0938,,,
2013-07-17,1.5088,2.2,,2.0483,,1.6032,1.9924,1.0725,,1.1055,,,
2013-07-18,1.514,2.2145,,2.0588,,1.6097,1.9796,1.0831,,1.1291,,,
2013-07-19,1.512,2.218,,2.0641,,1.6089,1.988,1.0792,,1.1315,,,
2013-07-22,1.5125,2.2113,,2.0632,,1.6118,1.9847,1.085,,1.1182,,,
2013-07-23,1.5198,2.2198,,2.0752,,1.6173,1.9911,1.0853,,1.1174,,,
2013-07-24,1.5171,2.2268,,2.0828,,1.6233,1.9937,1.0867,,1.1198,,,
2013-07-25,1.5145,2.2257,,2.0776,,1.6234,1.9866,1.0763,,1.1047,,,
2013-07-26,1.5126,2.2279,,2.0735,,1.6249,1.985,1.0719,,1.1053,,,
2013-07-29,1.4997,2.2161,,2.0631,,1.61,1.9806,1.0626,,1.0929,,,
2013-07-30,1.5015,2.2205,,2.0469,,1.61,1.9788,1.0577,,1.0984,,,
2013-07-31,1.463,2.1977,,2.0012,,1.5944,1.9651,1.0363,,1.0722,,,
2013-08-01,1.4585,2.2034,,2.0128,,1.5912,1.9669,1.0428,,1.0981,,,
2013-08-02,1.466,2.2169,,2.0106,,1.5982,1.9722,1.0413,,1.0974,,,
2013-08-05,1.4693,2.2242,,2.0228,,1.6027,1.9703,1.0454,,1.1099,,,
2013-08-06,1.4744,2.2253,,2.0275,,1.6084,1.9715,1.0512,,1.1099,,,
2013-08-07,1.4742,2.2226,,2.024,,1.602,1.9635,1.0508,,1.1127,,,
2013-08-08,,,,,,,,,,,,,
2013-08-09,,,,,,,,,,,,,
2013-08-12,1.4848,2.2287,,2.0347,,1.6118,1.9599,1.0525,,1.1143,,,
2013-08-13,1.4962,2.2361,,2.0456,,1.6247,1.968,1.058,,1.1283,,,
2013-08-14,1.4997,2.2306,,2.0478,,1.6219,1.969,1.0554,,1.1511,,,
2013-08-15,1.4956,2.2308,,2.0482,,1.615,1.9716,1.0535,,1.1511,,,
2013-08-16,1.4923,2.2205,,2.0424,,1.6174,1.9651,1.0538,,1.1448,,,
2013-08-19,1.476,2.2084,,2.028,,1.6158,1.9582,1.0502,,1.1424,,,
2013-08-20,1.4363,2.1862,,1.9711,,1.5943,1.9368,1.0216,,1.0968,,,
2013-08-21,1.4341,2.1788,,1.9721,,1.5926,1.9335,1.0261,,1.0945,,,
2013-08-22,1.4082,2.155,,1.9465,,1.5676,1.9115,1.0087,,1.0591,,,
2013-08-23,1.4041,2.1602,,1.9522,,1.5635,1.9139,0.9993,,1.0686,,,
2013-08-26,1.4092,2.1491,,1.9468,,1.5601,1.9338,1.0049,,1.0573,,,
2013-08-27,1.3723,2.103,,1.9266,,1.5226,1.9236,0.9614,,1.0062,,,
2013-08-28,1.3684,2.0646,,1.8928,,1.5025,1.9014,0.9386,,0.9905,,,
2013-08-29,1.3965,2.0752,,1.9184,,1.5313,1.916,0.9709,,1.0164,,,
2013-08-30,1.3965,2.1057,,1.9448,,1.5649,1.9379,0.9847,,1.0196,,,
2013-09-02,1.3944,2.0865,,1.9328,,1.5526,1.9289,0.9775,,1.012,,,
2013-09-03,1.3935,2.0886,,1.9418,,1.5571,1.928,0.9813,,1.024,,,
2013-09-04,1.409,2.0774,,1.9281,,1.5595,1.9217,0.9767,,1.0495,,,
2013-09-05,1.4065,2.0832,,1.937,,1.5684,1.9182,0.9774,,1.0646,,,
2013-09-06,1.4002,2.0834,,1.9451,,1.5555,1.9263,0.9746,,1.0606,,,
2013-09-09,1.4135,2.1109,,1.9676,,1.5832,1.9431,0.9816,,1.0825,,,
2013-09-10,1.4267,2.1305,,1.9866,,1.6002,1.9555,0.9962,,1.1014,,,
2013-09-11,1.4228,2.1276,,1.9861,,1.6046,1.9564,0.9937,,1.0931,,,
2013-09-12,1.4182,2.1361,,1.9917,,1.6092,1.9633,0.9944,,1.1066,,,
2013-09-13,1.4179,2.1263,,1.9915,,1.6084,1.9682,0.9953,,1.0986,,,
2013-09-16,,,,,,,,,,,,,
2013-09-17,1.4235,2.1373,,1.9955,,1.613,1.9709,1.0069,,1.116,,,
2013-09-18,1.4248,2.1454,,2.0022,,1.6226,1.9682,1.0086,,1.1081,,,
2013-09-19,1.4457,2.1656,,2.0252,,1.6413,1.983,1.0331,,1.1351,,,
2013-09-20,1.4445,2.1612,,2.0448,,1.6459,1.9689,1.0344,,1.1305,,,
2013-09-23,1.4431,2.1582,,2.03,,1.6481,1.9697,1.0388,,1.1408,,,
2013-09-24,1.4461,2.1703,,2.0112,,1.6449,1.9767,1.0355,,1.1549,,,
2013-09-25,1.4417,2.163,,1.993,,1.6459,1.9737,1.0315,,1.1483,,,
2013-09-26,1.4412,2.1632,,1.979,,1.6342,1.9726,1.0311,,1.1384,,,
2013-09-27,1.4488,2.1511,,1.989,,1.6369,1.9653,1.0275,,1.1392,,,
2013-09-30,1.4306,2.126,,1.9371,,1.6286,1.8119,0.9685,,1.1267,,,
2013-10-01,1.4358,2.1258,,1.9336,,1.625,1.8191,0.9699,,1.1323,,,
2013-10-02,1.4374,2.1168,,1.937,,1.6268,1.8275,0.9719,,1.1386,,,
2013-10-03,1.4351,2.1277,,1.9409,,1.6258,1.8156,0.9674,,1.1385,,,
2013-10-04,1.4374,2.1345,,1.9458,,1.6307,1.8265,0.968,,1.1429,,,
2013-10-07,1.4399,2.1361,,1.9536,,1.6293,1.8296,0.9653,,1.1429,,,
2013-10-08,1.4415,2.134,,1.9523,,1.6329,1.8263,0.9655,,1.1413,,,
2013-10-09,1.4446,2.1271,,1.9488,,1.6308,1.8259,0.9586,,1.1357,,,
2013-10-10,1.4491,2.1331,,1.9649,,1.6395,1.8238,0.9665,,1.1572,,,
2013-10-11,1.4589,2.1429,,1.9776,,1.656,1.8288,0.9714,,1.164,,,
2013-10-14,1.4563,2.139,,1.9777,,1.6522,1.8281,0.9692,,1.1585,,,
2013-10-15,,,,,,,,,,,,,
2013-10-16,1.4629,2.1444,,1.9797,,1.6613,1.8409,0.9713,,1.1505,,,
2013-10-17,1.4626,2.1523,,1.9797,,1.6654,1.8482,0.9714,,1.1632,,,
2013-10-18,1.4702,2.1648,,1.9881,,1.665,1.844,0.9725,,1.1632,,,
2013-10-21,1.4755,2.162,,1.9966,,1.6656,1.8403,0.9799,,1.1632,,,
2013-10-22,1.47,2.1603,,1.9913,,1.6673,1.8438,0.9837,,1.153,,,
2013-10-23,1.4717,2.1553,,1.9935,,1.6805,1.8525,0.9902,,1.1582,,,
2013-10-24,1.4752,2.1541,,1.995,,1.681,1.8657,0.9892,,1.1511,,,
2013-10-25,1.4747,2.1623,,1.9926,,1.6877,1.8685,0.9856,,1.1574,,,
2013-10-28,1.4765,2.1703,,1.9843,,1.6978,1.8596,0.9181,,1.1678,,,
2013-10-29,1.4775,2.1773,,1.9718,,1.6996,1.8701,0.9068,,1.1924,,,
2013-10-30,1.4785,2.1822,,1.9716,,1.7038,1.8836,0.8991,,1.1876,,,
2013-10-31,1.4609,2.1697,,1.9522,,1.705,1.8838,0.8979,,1.1781,,,
2013-11-01,1.4587,2.1689,,1.9553,,1.7072,1.8841,0.8996,,1.1845,,,
2013-11-04,1.4564,2.1627,,1.9618,,1.7066,1.8881,0.9018,,1.1956,,,
2013-11-05,,,,,,,,,,,,,
2013-11-06,1.4472,2.1605,,1.9597,,1.7023,1.8846,0.8984,,1.1956,,,
2013-11-07,1.4543,2.1614,,1.9657,,1.7072,1.8841,0.8999,,1.2043,,,
